id,game,start,end,text,付加的情報か,大分類,小分類,備考
5234,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,32:00,32:06,Because there are many people who want to buy an Italian star.,,,,
5235,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,32:02,32:08,There are many of them all over Europe.,,,,
5236,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,32:06,32:11,"And in Italy, of course, there are also contenders.",,,,
5237,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,32:08,32:12,Kjezo again.,,,,
5238,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,32:11,32:14,How did he leave Barzali?,,,,
5239,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,32:12,32:16,The ball was saved in the field of Alonso.,,,,
5240,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,32:14,32:18,Kjezo again with the ball.,,,,
5241,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,32:16,32:19,Or Cec.,,,,
5242,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,32:18,32:22,But here is Leonardo Bonucci.,,,,
5243,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,32:19,32:25,Who plays reliably.,,,,
5244,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,32:22,32:39,Limina.,,,,
5245,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,32:37,32:41,He is not too noticeable yet.,,,,
5246,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,32:39,32:45,He plays as a central defender.,,,,
5247,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,32:41,32:48,Such a low point in this triangle.,,,,
5248,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,32:45,32:51,"A little to the left of Osamo, a little to the right of Khedira.",,,,
5249,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,32:48,32:55,"I already said that this is, of course, a curious topic.",,,,
5250,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,32:51,33:03,"Juventus, which played in the Champions League final two years ago, had a line of play.",,,,
5251,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,33:01,33:09,"Pirlo, Marchisio, Pogba, plus Vidal, who played.",,,,
5252,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,33:03,33:13,Danialovich serves.,,,,
5253,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,33:11,33:15,He played an attacker.,,,,
5254,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,33:13,33:17,"Vidal, Alexandro, Dybala.",,,,
5255,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,33:15,33:19,He didn't start to hit right away.,,,,
5256,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,33:17,33:21,"Paolo Dybala, Alexandro.",,,,
5257,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,33:19,33:22,Another serve.,,,,
5258,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,33:21,33:23,Udara-Alvich.,,,,
5259,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,33:22,33:24,It didn't happen.,,,,
5260,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,33:23,33:27,"He hit the opponent, in my opinion.",,,,
5261,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,33:24,33:29,Although the Brazilian is outraged.,,,,
5262,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,33:27,33:32,He thinks that he is simulating.,,,,
5263,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,33:29,33:37,"By the way, Federico Chiesa again.",,,,
5264,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,33:34,33:42,"So, two years have passed since that final.",,,,
5265,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,33:39,33:47,"And of this four halfbacks, only one Marchisio remained, who is still injured.",,,,
5266,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,33:42,33:49,"He was injured, I remind you, in April.",,,,
5267,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,33:47,33:51,Christopher Kruijs' injury.,,,,
5268,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,33:49,33:53,And he was injured in April.,,,,
5269,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,33:51,33:59,"So, he won't return before November, if he is realistic.",,,,
5270,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,33:53,34:02,And the whole new line of halfbacks.,,,,
5271,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,34:00,34:04,"Yes, there is Pjanic.",,,,
5272,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,34:02,34:06,It's a pleasant event for Juve.,,,,
5273,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,34:04,34:10,That Juventus was able to buy out Roma.,,,,
5274,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,34:06,34:14,"But on the other hand, in the rest, young Lemina.",,,,
5275,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,34:12,34:19,"Undoubtedly, he is qualified for the most important role.",,,,
5276,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,34:15,34:28,"And also, Hegira himself, whose place is not disputed.",,,,
5277,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,34:24,34:32,"Therefore, the main topic of the last days of the transfer window.",,,,
5278,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,34:28,34:37,"I remind you that until August 31, transfers to European football are possible.",,,,
5279,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,34:34,34:43,"Until August 31, the main question for Beppe Marotta, Juventus' director, who will he buy into the half-defense?",,,,
5280,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,34:41,34:48,"They talk about Thieu Di, they talk about Axel Witzel.",,,,
5281,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,34:45,34:52,But some of them Juventus should buy.,,,,
5282,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,34:49,34:56,"There are other names, for example, Isco.",,,,
5283,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,34:53,35:02,"But, Undoubtedly, Juventus need an increase in the middle line after the sale of the field on the KB.",,,,
5284,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,35:00,35:11,"This is obvious to everyone, if Juve wants to claim victory in the Champions League and in the Italian Championship.",,,,
5285,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,35:08,35:22,"And this is the defense of the captain of Florentine, Gonzalo Rodriguez.",,,,
5286,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,35:19,35:23,Alonso.,,,,
5287,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,35:22,35:29,The ball left the field.,,,,
5288,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,35:26,35:39,"And the goalkeeper, Alonso, who is a goalkeeper, is a goalkeeper.",,,,
5289,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,35:37,35:48,"And the goalkeeper, Alonso, who is a goalkeeper, is a goalkeeper.",,,,
5290,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,35:46,35:52,Barzali.,,,,
5291,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,35:50,35:59,Barzali goes forward.,,,,
5292,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,35:57,36:02,Asamoah.,,,,
5293,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,36:00,36:06,"Next, Alex Sandro.",,,,
5294,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,36:03,36:08,And the line.,,,,
5295,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,36:06,36:10,The pass.,,,,
5296,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,36:09,36:11,The shot.,,,,
5297,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,36:10,36:12,Hedira.,,,,
5298,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,36:11,36:13,1-0.,,,,
5299,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,36:12,36:17,Hedira opens the score in the match Juventus-Valentino.,,,,
5300,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,36:14,36:18,A header.,,,,
5301,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,36:17,36:23,The player of the German national team scores the first Juventus ball in the new season.,,,,
5302,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,36:20,36:27,Here is such a start for the old senior.,,,,
5303,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,36:24,36:29,Header.,,,,
5304,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,36:28,36:32,And the ball.,,,,
5305,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,36:31,36:34,The ball is passed to the old senior.,,,,
5306,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,36:32,36:36,The start of the goals.,,,,
5307,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,36:34,36:41,"In the middle of the first half, Juve opens the score in the match.",,,,
5308,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,36:39,36:47,"And it is curious that the assist was made by Kielin, not the most technical football player.",,,,
5309,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,36:45,36:50,But he found a penalty for Hedira.,,,,
5310,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,36:47,36:59,"But Hedira himself, as he himself considers, Massimiliano Allegri, a football player, a halfback without weak spots.",,,,
5311,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,36:57,37:02,This is one of the strong sides.,,,,
5312,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,36:59,37:04,Hedira.,,,,
5313,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,37:03,37:09,He scored a high-quality goal.,,,,
5314,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,37:07,37:10,"Right, strong.",,,,
5315,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,37:09,37:11,In the corner.,,,,
5316,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,37:10,37:14,And Teterushan could not do anything.,,,,
5317,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,37:11,37:16,1-0 Juventus ahead.,,,,
5318,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,37:15,37:21,"Fiorentina, which fought back from the first Juve's pressure, even calmed the game.",,,,
5319,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,37:20,37:23,"As it seemed to me, misses.",,,,
5320,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,37:22,37:26,"And, of course, the players of Fiorentina did not tolerate.",,,,
5321,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,37:23,37:27,Fiorentina's goal.,,,,
5322,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,37:26,37:30,Less than 10 minutes until the end of the first half.,,,,
5323,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,37:27,37:41,"If Fiorentina had gone to a break with a score of 0-0, perhaps the second half would have developed differently in terms of attack.",,,,
5324,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,37:39,37:44,"Fiala, Clemena, a penalty kick.",,,,
5325,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,37:41,37:46,Not accurate.,,,,
5326,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,37:45,37:51,Happy fans of Juve in the stands.,,,,
5327,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,37:49,37:57,Juventus broke the record for the sale of subscriptions before the start of the championship.,,,,
5328,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,37:55,38:03,"More than 30,000 were sold in Turin.",,,,
5329,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,37:57,38:07,"The stadium can accommodate 42,000 spectators.",,,,
5330,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,38:04,38:13,"Therefore, of course, the result is phenomenal.",,,,
5331,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,38:07,38:19,The first turner in our match.,,,,
5332,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,38:17,38:22,Kalinic gets it.,,,,
5333,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,38:19,38:28,"Apparently, because he played with his elbow against Bonucci, the attacking Fiorentina.",,,,
5334,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,38:26,38:31,"By the way, Kalinic could also leave the team.",,,,
5335,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,38:28,38:41,"They say he was on the list of Aurelio de Laurentiis, the president of Naples, after the sale of Gonçalo Higuain.",,,,
5336,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,38:38,38:49,"But, apparently, Naples still chose other forwards.",,,,
5337,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,38:41,38:52,Arkadiusz Milik has already moved to Naples.,,,,
5338,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,38:49,38:55,Now the search for another striker continues.,,,,
5339,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,38:52,39:00,"It's as if the next on the list is Simon Zadze, a Juve striker.",,,,
5340,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,38:55,39:04,But it doesn't seem to be true.,,,,
5341,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,39:00,39:06,As it seems to me.,,,,
5342,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,39:04,39:14,Fedira.,,,,
5343,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,39:13,39:16,Barzali.,,,,
5344,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,39:15,39:20,Kalinic.,,,,
5345,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,39:19,39:22,Pass to the left flank.,,,,
5346,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,39:20,39:29,Dybala.,,,,
5347,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,39:28,39:32,Dybala again with the ball.,,,,
5348,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,39:31,39:33,He got a pass from Alves.,,,,
5349,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,39:32,39:35,Dybala's shot.,,,,
5350,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,39:33,39:39,He tried to play beautifully again.,,,,
5351,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,39:37,39:40,But he missed.,,,,
5352,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,39:39,39:42,And now he's going to the left flank.,,,,
5353,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,39:40,39:44,He's going to the left flank.,,,,
5354,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,39:42,39:49,He tried to play beautifully again.,,,,
5355,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,39:47,39:50,Argentine.,,,,
5356,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,39:49,39:53,He beat two opponents and scored.,,,,
5357,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,39:50,39:55,But I think he slowed down a bit with the shot.,,,,
5358,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,39:53,39:56,Alexandro.,,,,
5359,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,39:55,39:58,Pass.,,,,
5360,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,39:57,40:03,Here Rodríguez is already the first on the ball.,,,,
5361,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,39:58,40:05,And this is a shot like from a gun.,,,,
5362,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,40:03,40:07,Dybala scored with the first touch.,,,,
5363,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,40:05,40:08,We watch the replay.,,,,
5364,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,40:07,40:10,Dybala jumped the ball.,,,,
5365,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,40:08,40:14,"Listen, this could have been just a miracle goal.",,,,
5366,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,40:10,40:20,It was not enough to take the goal literally a meter.,,,,
5367,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,40:15,40:26,Even Buffon is a bit shocked by this episode.,,,,
5368,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,40:23,40:31,Teterushano.,,,,
5369,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,40:30,40:37,Teterushano had the European Championship in the Romanian national team.,,,,
5370,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,40:33,40:40,"Not the best, although Teterushano played well.",,,,
5371,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,40:37,40:46,At least many remember his saves in the match against France.,,,,
5372,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,40:41,40:49,In the first game of the tournament.,,,,
5373,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,40:46,41:08,Cristiante Elio is warming up.,,,,
5374,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,41:05,41:10,Fiorentina bought him.,,,,
5375,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,41:08,41:14,He was in the rental last six months.,,,,
5376,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,41:10,41:17,But Fiorentina bought him for 7 million euros.,,,,
5377,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,41:14,41:20,Fiorentina has interesting players in reserve.,,,,
5378,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,41:17,41:30,"Sarate, Giuseppe Rossi, Babacar, Matias Fernandes.",,,,
5379,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,41:20,41:37,Fiorentina has a lot of players in the attack group.,,,,
5380,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,41:30,41:38,Bernardeschi.,,,,
5381,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,41:37,41:42,Kalinic did not hit.,,,,
5382,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,41:40,41:44,He just tried to keep the ball in the game.,,,,
5383,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,41:42,41:47,But Kalinic left it for Gianluigi Buffon.,,,,
5384,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,41:44,41:55,What does Buffon do?,,,,
5385,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,41:53,41:55,He plays for the lines.,,,,
5386,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,41:53,42:04,Fedira.,,,,
5387,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,42:03,42:09,Vecino.,,,,
5388,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,42:08,42:17,Bernardeschi.,,,,
5389,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,42:16,42:29,Alonso.,,,,
5390,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,42:28,42:32,Alonso does not lose in the fight.,,,,
5391,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,42:29,42:33,On his flank.,,,,
5392,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,42:32,42:35,It's hard for the Brazilian.,,,,
5393,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,42:33,42:37,Fiorentina fans.,,,,
5394,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,42:35,42:39,There are a lot of them in Turin.,,,,
5395,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,42:37,42:43,It's summer now.,,,,
5396,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,42:41,42:46,"In Italy, August is a month of holidays.",,,,
5397,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,42:43,42:48,Almost the whole country is resting.,,,,
5398,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,42:46,42:54,There were no problems to get to the residents of Florence.,,,,
5399,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,42:48,42:59,You can get to Turin by car in 5 hours.,,,,
5400,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,42:54,43:01,Di Bala.,,,,
5401,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,42:59,43:04,Vecino took him to the body.,,,,
5402,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,43:01,43:06,He got a yellow card.,,,,
5403,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,43:04,43:12,The second warning in our match.,,,,
5404,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,43:08,43:15,Kalinic and Vecino.,,,,
5405,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,43:14,43:17,"So far, Fiorentina players.",,,,
5406,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,43:15,43:19,On the cards.,,,,
5407,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,43:17,43:27,"Although it seemed to me that Fellini, who was in the middle of the first half, also deserved a warning.",,,,
5408,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,43:19,43:37,The coaches' emotions.,,,,
5409,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,43:35,43:45,Fedira.,,,,
5410,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,43:44,43:48,"No, he didn't get the ball.",,,,
5411,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,43:46,43:49,Fedira.,,,,
5412,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,43:48,43:51,Lemina.,,,,
5413,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,43:50,43:53,Madzukić.,,,,
5414,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,43:52,43:55,To Sandro.,,,,
5415,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,43:54,43:57,A chic moment for the Brazilian.,,,,
5416,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,43:55,43:59,And how he doesn't score here.,,,,
5417,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,43:57,44:01,I don't quite understand.,,,,
5418,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,43:59,44:02,It's a pity for me.,,,,
5419,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,44:01,44:03,Aleksandro.,,,,
5420,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,44:02,44:08,Madzukić played a great shot.,,,,
5421,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,44:06,44:09,And then a shot.,,,,
5422,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,44:08,44:12,"Actually, he could have made a pass.",,,,
5423,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,44:10,44:14,"But on the other hand, he was in such a position.",,,,
5424,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,44:12,44:17,"Sandro, that he had to kill himself.",,,,
5425,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,44:15,44:20,"As they say in football, to decide the episode.",,,,
5426,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,44:18,44:23,"But in the end, the creature did not hit.",,,,
5427,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,44:20,44:25,Aleksandro.,,,,
5428,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,44:24,44:27,Very strong flanks of Juve.,,,,
5429,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,44:25,44:29,At least by the names.,,,,
5430,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,44:27,44:32,"Aleksandro and Patrice Evra, by the way.",,,,
5431,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,44:29,44:34,Evra extended the contract with Juventus.,,,,
5432,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,44:32,44:36,"He is in the squad, he is in reserve.",,,,
5433,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,44:34,44:38,"I think that, of course, Patrice Evra wants to play.",,,,
5434,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,44:36,44:41,He did not complete his career in the French national team.,,,,
5435,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,44:39,44:46,He probably wants to go to the World Cup in Russia.,,,,
5436,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,44:42,44:50,"Well, on the right, I already said, Danialovic.",,,,
5437,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,44:48,44:52,Acquisition of Juventus.,,,,
5438,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,44:50,44:53,A sign.,,,,
5439,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,44:52,44:57,And there is also Liechtensteiner.,,,,
5440,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,44:55,45:01,"Yes, of the four footballers, three are senior.",,,,
5441,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,44:57,45:03,Three for 30.,,,,
5442,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,45:01,45:06,Evra in general 35.,,,,
5443,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,45:03,45:10,"Liechtensteiner 32, as well as Danialovic.",,,,
5444,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,45:06,45:20,"But still, I think that if we talk about this particular season, there should be no problem for Juve.",,,,
5445,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,45:18,45:23,They are all ready for big things.,,,,
5446,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,45:20,45:26,And the competition will be crazy for a place in the base.,,,,
5447,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,45:23,45:41,Brazil They put the Brazilian in the box.,,,,
5448,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,45:38,45:48,And they get support from Bonucci for this action.,,,,
5449,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,45:43,45:54,"David Mas adds one minute, which has almost run out, for Juventus Stadium.",,,,
5450,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,45:49,45:57,1-0.,,,,
5451,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,45:54,45:57,Old senior wins Fiorentina.,,,,
5452,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,45:54,46:00,The author of the goal is Sami Khedira.,,,,
5453,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,45:58,46:05,Let me remind you that Roma beat Juventus in the first match of the series.,,,,
5454,2016-09-10 - 19-30 RB Leipzig 1 - 0 Dortmund,00:00,00:07,for RB Leipzig.,,,,
5455,2016-09-10 - 19-30 RB Leipzig 1 - 0 Dortmund,00:00,00:07,The team is playing in white and red.,,,,
5456,2016-09-10 - 19-30 RB Leipzig 1 - 0 Dortmund,00:00,00:09,Borussia Dortmund in the first half from right to left.,,,,
5457,2016-09-10 - 19-30 RB Leipzig 1 - 0 Dortmund,00:07,00:32,The conditions are optimal.,,,,
5458,2016-09-10 - 19-30 RB Leipzig 1 - 0 Dortmund,00:09,00:32,26 degrees.,,,,
5459,2016-09-10 - 19-30 RB Leipzig 1 - 0 Dortmund,00:09,00:32,There is a slight breeze on the commentators' stand.,,,,
5460,2016-09-10 - 19-30 RB Leipzig 1 - 0 Dortmund,00:09,00:37,Everything is fine down there.,,,,
5461,2016-09-10 - 19-30 RB Leipzig 1 - 0 Dortmund,00:32,00:44,"It's a bit more difficult for teams like Borussia Dortmund, who have to play seven competitive games in the next three weeks.",,,,
5462,2016-09-10 - 19-30 RB Leipzig 1 - 0 Dortmund,00:37,00:56,Bayern have already looked ahead.,,,,
5463,2016-09-10 - 19-30 RB Leipzig 1 - 0 Dortmund,00:52,01:03,It's clear that the pressure is not quite as extreme in this initial phase with Leipzig.,,,,
